,fold0_variance,fold0_old_variance,fold0_random,fold0_uncertainty,fold0_old_uncertainty
151,"[305, 2285, 1295, 552, 76, 67, 820, 856, 108, 3352, 1317, 1220, 357, 3153, 3094, 597, 721, 1339, 1059, 2520, 64, 868, 2278, 3442, 2504, 1369, 1386, 839, 3484, 1850, 1002, 1290, 1483, 2718, 1559, 1433]","[323, 3500, 2563, 2055, 305, 2337, 2288, 3052, 3085, 1066, 238, 1860, 1686, 1691, 2440, 214, 423, 2009, 363, 107, 3619, 366, 1800, 3133, 1059, 154, 912, 41, 64, 571, 2862, 1370, 1809, 856, 755, 23]","[1805, 2414, 1601, 511, 1613, 2178, 2029, 3066, 3025, 832, 2170, 1354, 1645, 2863, 3085, 1015, 1663, 460, 1753, 1733, 1683, 2532, 2507, 3738, 1047, 1494, 818, 2184, 3015, 1022, 1735, 2528, 2254, 1936, 1009, 1220]","[941, 1297, 1505, 972, 820, 515, 225, 487, 682, 1124, 1856, 596, 1524, 104, 803, 108, 1257, 175, 1592, 1438, 712, 520, 35, 414, 974, 276, 1295, 1485, 2906, 312, 55, 2232, 3188, 1367, 2004, 1059]","[368, 1275, 3083, 2602, 522, 1070, 3678, 3563, 1244, 467, 472, 896, 2230, 653, 1175, 130, 2781, 1605, 573, 328, 3359, 1953, 281, 2462, 2563, 298, 2702, 640, 2902, 7, 2368, 1739, 939, 719, 3633, 974]"
152,"[76, 1275, 2083, 705, 22, 3352, 2327, 597, 1059, 733, 357, 1297, 541, 985, 1002, 198, 262, 820, 868, 650, 1487, 1008, 2539, 576, 305, 774, 1900, 19, 3313, 1522, 1564, 1593, 1939, 1210, 1386, 2285]","[1066, 2633, 366, 1997, 2563, 263, 34, 1572, 995, 3052, 1686, 3638, 673, 3642, 707, 680, 198, 789, 2361, 3404, 2548, 1086, 2440, 826, 529, 1963, 1290, 1026, 2262, 2373, 694, 3179, 2938, 1809, 687, 1666]","[2117, 2468, 1787, 3758, 2234, 3152, 1401, 1965, 1358, 1539, 908, 1823, 2497, 1091, 2642, 2880, 498, 240, 2593, 3581, 842, 1132, 1491, 1800, 1340, 357, 1231, 2669, 3305, 2887, 2241, 2886, 2662, 3366, 272, 1997]","[941, 1297, 972, 820, 520, 276, 35, 1639, 2444, 712, 1124, 1397, 3311, 1568, 2185, 1257, 2568, 1352, 403, 2689, 1345, 55, 863, 335, 1598, 139, 974, 1764, 1773, 1360, 3637, 1833, 1062, 1438, 1565, 225]","[719, 368, 3083, 653, 3678, 1070, 143, 2368, 998, 895, 328, 3485, 3644, 2426, 1953, 119, 3357, 2902, 298, 1275, 1673, 2144, 2462, 467, 2468, 71, 1739, 1605, 1345, 1691, 3682, 3209, 712, 281, 2989, 640]"
153,"[305, 368, 76, 2152, 1002, 1972, 262, 3264, 1275, 2038, 705, 809, 1469, 1230, 1225, 1593, 1717, 2930, 3649, 3597, 238, 3655, 1296, 2041, 529, 1609, 1062, 868, 694, 226, 3715, 1723, 1330, 2099, 559, 985]","[2563, 151, 1691, 79, 755, 34, 2010, 2980, 3500, 3052, 1798, 263, 64, 1819, 733, 1599, 1026, 2366, 3476, 53, 2083, 254, 809, 2409, 3001, 3622, 3217, 2337, 1556, 423, 1648, 1860, 255, 1201, 724, 3364]","[160, 2530, 1787, 177, 3298, 469, 775, 815, 1598, 170, 297, 2627, 2114, 1091, 3256, 2321, 498, 1926, 3637, 1521, 522, 1132, 1491, 605, 394, 294, 1231, 3189, 2996, 1909, 1327, 647, 2881, 2957, 883, 2024]","[1297, 941, 972, 820, 1124, 212, 276, 2724, 950, 2689, 35, 1906, 1497, 596, 1568, 2033, 2696, 798, 2745, 1842, 3283, 1649, 175, 335, 2056, 139, 1883, 2974, 1062, 2045, 1222, 2110, 104, 958, 1344, 1525]","[653, 1070, 3485, 3678, 368, 1953, 3644, 2840, 298, 719, 2989, 119, 1673, 2144, 3357, 3335, 1275, 67, 3253, 467, 13, 1765, 2278, 1967, 55, 1276, 2706, 1691, 2902, 835, 3234, 2591, 1892, 3209, 3430, 2412]"
154,"[1764, 2643, 597, 1002, 1942, 493, 2943, 1248, 1275, 1400, 2048, 1210, 368, 883, 305, 3450, 519, 198, 1530, 172, 2284, 262, 1058, 321, 712, 868, 19, 2362, 1281, 1146, 1199, 1911, 1912, 1422, 1958, 705]","[680, 3052, 774, 338, 1581, 1691, 3427, 1556, 1973, 2110, 19, 1906, 1390, 1261, 3005, 41, 529, 1086, 644, 1703, 3270, 305, 3329, 948, 462, 2563, 2104, 3624, 2241, 3185, 3004, 1762, 368, 1439, 2275, 3444]","[1449, 2927, 943, 1220, 3237, 3107, 1795, 3349, 39, 1750, 1746, 824, 2416, 657, 3185, 1925, 828, 3184, 1764, 1060, 3297, 2461, 3627, 1384, 3188, 450, 829, 3625, 1961, 1916, 227, 127, 1638, 1485, 535, 3602]","[1297, 972, 941, 403, 820, 2053, 2724, 3705, 76, 1264, 950, 764, 1480, 416, 1124, 335, 452, 803, 276, 3468, 1568, 1819, 1059, 1062, 1599, 1198, 798, 2437, 1902, 1706, 3384, 212, 783, 1132, 525, 315]","[3678, 3644, 653, 1275, 77, 1070, 3083, 2840, 281, 3485, 298, 1953, 883, 2706, 2602, 368, 2898, 2731, 3574, 2144, 719, 2902, 1613, 1673, 119, 1345, 1507, 522, 42, 416, 1378, 857, 2461, 1240, 2702, 139]"
155,"[376, 1002, 368, 3534, 1275, 305, 1386, 198, 439, 264, 1230, 2355, 2869, 816, 968, 1937, 590, 1008, 888, 868, 1400, 2149, 1422, 1693, 408, 552, 839, 509, 694, 2896, 1871, 639, 1968, 1058, 740, 477]","[2563, 1390, 3427, 3179, 3005, 23, 2883, 1706, 2155, 1691, 857, 529, 41, 774, 2401, 2813, 3476, 305, 2005, 1620, 3670, 2980, 1398, 1905, 1581, 368, 1860, 1997, 1703, 2337, 3329, 2848, 1599, 1529, 3318, 795]","[1274, 2470, 1705, 1997, 1108, 550, 1741, 3355, 1841, 873, 3235, 320, 2475, 1925, 1142, 1516, 2806, 42, 1922, 2929, 644, 926, 2833, 543, 2254, 2022, 1144, 832, 1414, 1821, 1115, 1494, 3704, 424, 1794, 1832]","[941, 972, 1297, 820, 950, 55, 520, 276, 19, 403, 76, 1906, 798, 1638, 1599, 803, 83, 1773, 1764, 212, 958, 1173, 810, 891, 1833, 1961, 1568, 2367, 1397, 335, 2902, 3118, 1198, 2886, 1147, 1345]","[1953, 2706, 1275, 281, 2840, 77, 3485, 3678, 719, 3083, 2440, 2563, 653, 3017, 1575, 55, 119, 368, 316, 1968, 2939, 348, 2602, 2702, 71, 1666, 864, 2779, 1247, 467, 2771, 1875, 1438, 2116, 162, 3734]"
156,"[2185, 305, 198, 1143, 590, 3504, 733, 22, 857, 1303, 1873, 328, 1702, 2539, 376, 888, 1476, 2605, 2268, 368, 883, 1764, 3534, 674, 2077, 2672, 668, 2921, 1296, 968, 912, 2151, 798, 3361, 470, 450]","[1390, 23, 2155, 1197, 147, 2758, 3670, 774, 857, 1687, 305, 214, 3052, 737, 366, 2104, 1059, 3574, 3605, 2883, 3323, 3256, 3118, 3005, 1177, 1691, 1398, 2559, 529, 2025, 2261, 352, 789, 439, 1086, 1809]","[1945, 1980, 681, 3721, 1662, 1119, 2599, 2485, 3635, 146, 387, 172, 2234, 3687, 1677, 3159, 3607, 3419, 1164, 948, 1895, 251, 684, 3146, 1598, 2570, 2637, 2047, 3533, 1554, 2174, 621, 3576, 1389, 3750, 2398]","[1297, 941, 950, 225, 1198, 656, 55, 175, 1072, 958, 19, 276, 1130, 212, 798, 1088, 603, 1480, 1124, 403, 76, 1568, 891, 335, 3597, 2511, 1747, 452, 1599, 1363, 1264, 1400, 1097, 1614, 235, 1901]","[2116, 1275, 2840, 3678, 1953, 719, 1150, 1264, 3083, 298, 55, 2440, 2702, 281, 533, 3633, 2822, 2602, 119, 67, 348, 1666, 2278, 2808, 3504, 1038, 2151, 606, 2563, 227, 2347, 467, 403, 1582, 1967, 2349]"
157,"[198, 1400, 1143, 815, 3409, 76, 305, 1275, 1142, 590, 376, 893, 2296, 67, 2408, 674, 408, 529, 1807, 1950, 64, 2206, 1399, 1614, 839, 915, 226, 3476, 1124, 3090, 2389, 1480, 1151, 414, 439, 998]","[2559, 214, 23, 1691, 76, 3626, 1933, 774, 1390, 1639, 2390, 305, 1261, 2931, 298, 3179, 2098, 118, 1666, 789, 3476, 1819, 1544, 857, 2025, 1291, 147, 2081, 455, 3409, 2055, 3404, 461, 1059, 239, 3655]","[3105, 1898, 681, 3721, 2158, 1646, 2800, 2485, 912, 1550, 1506, 172, 3298, 3687, 1677, 3159, 3607, 3419, 2579, 948, 3698, 251, 684, 3325, 261, 747, 2637, 344, 3633, 2252, 2174, 3647, 2349, 3473, 3547, 2398]","[1297, 1264, 941, 950, 403, 656, 335, 19, 1124, 315, 1345, 1438, 76, 3597, 116, 3020, 175, 509, 2167, 1198, 186, 144, 3161, 276, 578, 958, 798, 1430, 104, 1463, 1599, 1747, 1670, 2450, 1153, 603]","[1150, 7, 1953, 1275, 3083, 1264, 3678, 719, 298, 883, 348, 55, 315, 467, 2440, 2349, 2563, 1601, 2918, 1666, 119, 403, 857, 2408, 67, 683, 606, 1580, 1222, 2426, 3179, 3357, 13, 2367, 653, 71]"
158,"[305, 368, 815, 1278, 1320, 1138, 850, 335, 3602, 3643, 3681, 948, 1838, 2789, 695, 1, 1142, 2011, 2214, 2848, 861, 1507, 607, 217, 2337, 462, 968, 3434, 1001, 2691, 1737, 450, 261, 1233, 1275, 3743]","[305, 1883, 1686, 662, 2633, 41, 2066, 3005, 1354, 1544, 2978, 2340, 1201, 2104, 3706, 1636, 1439, 1946, 2834, 366, 1968, 1154, 462, 177, 1905, 455, 263, 1541, 3623, 368, 893, 2010, 3375, 1086, 733, 3128]","[639, 2899, 681, 1659, 2793, 1352, 619, 726, 1907, 2513, 242, 1911, 3311, 3159, 1097, 3124, 3607, 2302, 1416, 3623, 941, 3534, 684, 214, 3704, 2385, 2194, 211, 859, 1518, 3230, 825, 3152, 3017, 711, 2546]","[1297, 1264, 941, 950, 509, 452, 541, 2800, 2973, 126, 1059, 1198, 3382, 276, 1583, 2505, 1449, 2877, 2592, 175, 2949, 1438, 2750, 104, 701, 1876, 1599, 2718, 1774, 907, 3350, 1822, 3597, 1966, 3313, 2449]","[1275, 348, 653, 719, 3678, 298, 941, 315, 7, 2349, 403, 1150, 3083, 2334, 71, 467, 1591, 2278, 1752, 67, 227, 998, 1994, 2990, 2702, 2005, 1892, 93, 68, 1774, 421, 1765, 2291, 1917, 1137, 2022]"
159,"[1139, 368, 1612, 262, 529, 1414, 815, 1241, 962, 376, 1806, 1721, 1372, 2220, 968, 462, 740, 139, 1507, 1297, 860, 558, 1469, 61, 379, 1074, 2219, 2070, 217, 477, 509, 1871, 1142, 1645, 3476, 3563]","[2633, 366, 2874, 3476, 1491, 1210, 368, 1059, 1997, 2678, 2495, 789, 177, 1541, 662, 1201, 3005, 2339, 985, 673, 2104, 774, 1182, 3179, 2743, 2183, 2758, 2337, 2099, 1800, 711, 2357, 2110, 2822, 1973, 1291]","[323, 3597, 681, 1659, 2206, 2279, 23, 726, 2533, 267, 2126, 1911, 1052, 3159, 1097, 3124, 3607, 2302, 2226, 3623, 941, 3534, 684, 84, 2, 574, 2194, 1689, 3366, 1518, 3230, 2223, 469, 129, 169, 2546]","[941, 154, 452, 186, 76, 950, 509, 144, 1438, 2198, 1826, 810, 335, 1942, 2134, 753, 918, 958, 2453, 2503, 126, 212, 1468, 733, 1414, 1390, 1729, 1059, 3092, 312, 616, 414, 3009, 175, 1867, 420]","[7, 1438, 71, 2349, 1264, 2278, 298, 3678, 336, 2416, 2533, 2563, 3682, 1275, 820, 2334, 533, 2243, 1752, 998, 2822, 2989, 2702, 2485, 1165, 2291, 2664, 1236, 1969, 1589, 2896, 35, 368, 606, 119, 1994]"
160,"[1095, 368, 495, 485, 529, 1818, 659, 376, 968, 3089, 2532, 2991, 1373, 868, 1139, 3575, 984, 2068, 456, 2750, 1659, 1292, 3079, 88, 1980, 815, 2503, 1618, 1372, 1905, 1645, 3549, 2559, 1663, 1826, 1297]","[3052, 368, 40, 1691, 1578, 789, 366, 2337, 2401, 1666, 2559, 1059, 1646, 2678, 2446, 995, 23, 1798, 1210, 1012, 687, 849, 2874, 2516, 1662, 1146, 691, 1981, 485, 3179, 3085, 1743, 3121, 967, 2284, 3252]","[2218, 244, 2267, 2912, 374, 2268, 467, 1261, 2185, 2714, 2390, 3649, 3460, 2093, 1870, 1134, 2115, 3219, 468, 5, 3598, 1231, 2430, 2428, 2349, 1884, 2610, 3395, 1485, 22, 2776, 3471, 2146, 687, 2374, 733]","[941, 452, 950, 175, 212, 509, 2202, 527, 144, 104, 126, 2932, 835, 168, 2742, 119, 3707, 486, 2993, 810, 475, 3306, 1568, 182, 3719, 1097, 525, 3297, 335, 1507, 1852, 3283, 370, 1616, 2148, 1833]","[1275, 71, 2278, 3678, 2408, 1994, 298, 3635, 2349, 2334, 1264, 1691, 2563, 2182, 119, 467, 2044, 1591, 961, 533, 2533, 348, 712, 3682, 1875, 1583, 182, 1451, 1188, 2822, 1609, 1062, 3542, 2696, 939, 941]"
161,"[368, 968, 3561, 852, 35, 1791, 2943, 376, 1138, 3700, 2291, 531, 3145, 870, 1369, 1137, 495, 1142, 868, 1422, 357, 1750, 2532, 2342, 3089, 1297, 2058, 2771, 1645, 2774, 485, 1099, 888, 3028, 328, 3412]","[1210, 1997, 3621, 2005, 2874, 3052, 3032, 366, 644, 23, 2284, 1691, 2605, 234, 687, 3375, 3179, 1666, 3074, 774, 2633, 1762, 789, 857, 2592, 2559, 2401, 2278, 3221, 1086, 3085, 1544, 1012, 118, 2883, 2203]","[3179, 2272, 2267, 2605, 1711, 2551, 1398, 522, 1628, 2789, 71, 1867, 1134, 2308, 2191, 1019, 142, 3486, 777, 162, 829, 2430, 1469, 3236, 2519, 1688, 2503, 302, 1322, 3304, 895, 1026, 576, 1922, 1390, 568]","[941, 3641, 509, 950, 1942, 531, 1414, 119, 3722, 1826, 2212, 60, 2539, 1958, 1524, 1390, 1273, 3062, 175, 104, 1420, 452, 1568, 2933, 1697, 1583, 3035, 1833, 831, 1236, 1072, 797, 1400, 3635, 2564, 1424]","[3678, 2278, 1275, 348, 1994, 2533, 2408, 2005, 298, 325, 2563, 2349, 316, 467, 1691, 124, 1752, 1765, 1038, 276, 3542, 2182, 1222, 2419, 712, 912, 306, 895, 1920, 1240, 1613, 2416, 1446, 2774, 1737, 13]"
162,"[368, 376, 421, 1, 3318, 1591, 712, 1250, 1432, 2939, 1706, 1609, 893, 1639, 939, 1367, 711, 254, 262, 1088, 1439, 2695, 1073, 968, 357, 328, 2823, 3530, 1177, 1534, 1856, 3570, 1279, 1761, 529, 1588]","[1691, 2633, 76, 1317, 2874, 1303, 1765, 1210, 1906, 1912, 2516, 733, 985, 969, 1706, 2344, 687, 1686, 118, 2264, 1666, 3718, 552, 774, 2999, 1259, 673, 3008, 1225, 3303, 1176, 2883, 3238, 849, 2146, 1182]","[3016, 1424, 2267, 733, 2320, 1419, 126, 2091, 2232, 1185, 2353, 1765, 3488, 1875, 3373, 3087, 3320, 1122, 2245, 3705, 3469, 2430, 75, 2864, 62, 473, 2934, 1181, 2559, 256, 850, 3138, 3293, 101, 856, 568]","[941, 212, 950, 182, 3641, 119, 126, 1976, 2515, 531, 701, 2464, 452, 165, 1222, 505, 225, 414, 6, 1188, 2381, 2806, 2539, 1583, 2154, 2003, 1420, 1219, 1514, 207, 1480, 1444, 1072, 210, 3409, 2279]","[2563, 3678, 2533, 1275, 2349, 2353, 325, 2005, 2408, 857, 941, 132, 316, 27, 1691, 1994, 903, 2990, 1507, 1967, 3357, 533, 1038, 348, 2461, 2278, 368, 67, 1699, 2888, 3729, 733, 1752, 298, 2151, 912]"
163,"[2164, 529, 891, 868, 1499, 1706, 712, 1968, 1561, 2161, 1028, 2590, 2687, 3015, 1303, 705, 781, 3092, 1386, 3346, 1437, 2155, 1672, 1177, 1645, 771, 3263, 1127, 2706, 1588, 3089, 3222, 235, 1873, 1514, 1296]","[2559, 1491, 711, 3323, 2633, 2009, 2278, 305, 2284, 2883, 1199, 3638, 2161, 1245, 1706, 2530, 857, 1352, 1086, 1797, 3085, 2939, 230, 2268, 2728, 1072, 2010, 1973, 3605, 896, 1703, 2874, 1906, 1012, 1666, 2067]","[1013, 1128, 2267, 1650, 1127, 1962, 1969, 871, 964, 2450, 3102, 3116, 3001, 3711, 2666, 3087, 1667, 814, 1537, 1445, 3469, 2430, 816, 787, 1924, 778, 1580, 776, 1360, 2323, 514, 2823, 1387, 1796, 2074, 568]","[941, 1583, 475, 531, 119, 950, 3734, 2464, 3641, 250, 408, 701, 3418, 414, 730, 2807, 1390, 1494, 1601, 1452, 2304, 591, 1222, 1188, 104, 3673, 3534, 1233, 2268, 2352, 1568, 907, 452, 1516, 2974, 1650]","[2563, 820, 3678, 2408, 1994, 3729, 2533, 325, 2182, 298, 1856, 857, 903, 348, 1699, 123, 533, 1275, 1446, 3357, 2990, 1639, 941, 2044, 1613, 2278, 132, 379, 175, 1507, 2367, 895, 67, 316, 104, 2822]"
164,"[262, 1307, 2331, 1422, 771, 258, 1293, 1246, 181, 712, 798, 381, 1332, 2745, 144, 893, 694, 1510, 2252, 108, 76, 1683, 2738, 1792, 1295, 1469, 1375, 1297, 261, 60, 1645, 639, 1234, 1247, 3088, 2137]","[3179, 2009, 2337, 915, 2185, 961, 1686, 1491, 2495, 461, 1581, 1906, 1644, 856, 2278, 938, 849, 1878, 857, 2401, 1142, 3411, 2869, 409, 3297, 2559, 305, 1691, 3128, 1143, 1706, 911, 3204, 272, 3270, 3637]","[1376, 2726, 2267, 1752, 1753, 695, 1182, 495, 2787, 2342, 1891, 520, 2666, 1199, 1996, 3087, 2514, 2498, 2180, 2252, 3351, 2430, 3013, 2185, 2674, 1363, 1402, 1000, 1828, 2420, 1392, 35, 1935, 2879, 2377, 568]","[941, 119, 76, 2810, 1976, 2397, 2774, 3718, 591, 1332, 2696, 414, 531, 475, 3673, 3001, 408, 1059, 3503, 452, 2704, 2939, 2310, 1920, 3635, 701, 2054, 258, 534, 1494, 3068, 1188, 104, 3567, 1627, 1671]","[533, 820, 298, 2533, 1699, 1994, 348, 1275, 325, 941, 3367, 1507, 300, 1967, 2278, 2044, 733, 2563, 1165, 1239, 1752, 2353, 123, 1363, 1629, 3729, 1592, 290, 119, 2107, 857, 1583, 3357, 2005, 1302, 961]"
165,"[529, 707, 144, 262, 938, 771, 1215, 381, 1659, 13, 1414, 1469, 712, 1746, 1422, 1366, 1370, 639, 950, 1409, 328, 1012, 2478, 477, 1638, 34, 2644, 106, 1, 408, 1556, 3743, 888, 1340, 32, 1803]","[3605, 363, 2278, 2337, 52, 926, 1797, 1086, 3252, 1782, 2009, 3420, 3304, 2495, 1644, 3638, 1906, 2867, 896, 3574, 774, 493, 1568, 1427, 2437, 23, 1409, 758, 857, 368, 196, 2869, 456, 750, 1392, 1197]","[849, 2558, 2267, 3485, 711, 1700, 930, 246, 1776, 3626, 3234, 1591, 1061, 843, 783, 1218, 1905, 1862, 2082, 1120, 458, 2242, 1365, 550, 2709, 140, 3153, 2116, 3000, 2760, 2233, 1352, 1977, 2134, 76, 803]","[119, 783, 531, 2388, 2329, 1516, 2458, 258, 3530, 2368, 2275, 1085, 1614, 2098, 1883, 1833, 620, 104, 958, 1452, 2809, 2138, 1697, 1670, 1639, 3382, 2336, 1451, 574, 2808, 1768, 3391, 2611, 2293, 2220, 1332]","[2514, 298, 2044, 2238, 2533, 348, 1994, 1699, 325, 820, 368, 2278, 768, 1612, 3679, 533, 1222, 941, 109, 2125, 756, 1583, 1494, 3729, 2821, 3681, 3438, 3543, 905, 2367, 3450, 2464, 752, 2515, 300, 2742]"
166,"[707, 529, 606, 405, 477, 144, 3509, 1366, 610, 2250, 381, 317, 207, 379, 357, 439, 609, 1093, 2776, 3534, 1332, 2729, 1645, 1738, 792, 172, 210, 1588, 1868, 216, 3525, 1490, 3505, 1297, 22, 1425]","[1086, 2559, 17, 1691, 2278, 1644, 305, 3605, 3638, 2337, 1291, 2714, 2009, 3714, 344, 3482, 1608, 41, 1756, 2783, 2834, 2284, 172, 711, 3444, 1856, 2373, 2353, 1857, 23, 2849, 1043, 2497, 2083, 2545, 744]","[738, 1226, 425, 104, 3734, 3214, 3743, 3670, 2251, 2680, 1710, 2320, 3091, 3505, 1733, 3498, 3204, 1433, 3218, 2947, 1688, 1846, 548, 3756, 156, 3714, 1077, 100, 52, 1953, 62, 813, 3060, 1511, 3461, 3402]","[76, 733, 531, 119, 591, 876, 2967, 797, 1888, 2419, 1833, 1273, 335, 414, 2800, 939, 1598, 1188, 2144, 2138, 3344, 3412, 1309, 2251, 1463, 2562, 408, 1446, 1591, 865, 2408, 2557, 562, 1985, 2061, 3545]","[1699, 941, 2533, 221, 2514, 2278, 768, 467, 533, 298, 2044, 325, 3631, 820, 1875, 1629, 2367, 2132, 961, 2563, 1583, 752, 3234, 3543, 1397, 1507, 2464, 1638, 1246, 379, 3729, 756, 3062, 1480, 606, 1666]"
167,"[76, 707, 552, 477, 1250, 852, 3342, 1603, 216, 357, 733, 1826, 1345, 989, 196, 915, 1738, 207, 1875, 774, 2076, 826, 254, 695, 655, 1126, 529, 1914, 881, 2736, 944, 106, 2322, 414, 2071, 1210]","[1086, 1567, 1939, 76, 1142, 1293, 2337, 3638, 857, 2212, 2185, 1003, 2055, 3375, 1117, 305, 3313, 23, 1644, 3530, 673, 1245, 3682, 2497, 687, 2559, 1255, 1257, 1309, 3636, 2413, 740, 1277, 1444, 3482, 2597]","[2646, 1374, 1333, 2509, 3269, 2005, 1921, 2445, 501, 1023, 2672, 107, 1733, 1177, 2796, 1397, 2522, 2888, 1318, 2169, 2492, 779, 2282, 35, 2131, 1483, 1837, 687, 1800, 2504, 1507, 1280, 1394, 468, 125, 2290]","[76, 531, 119, 3557, 414, 1643, 258, 1188, 1743, 1446, 3003, 1888, 797, 1614, 2625, 154, 2202, 1581, 408, 1598, 1768, 591, 3481, 3447, 1720, 1360, 929, 403, 2151, 2796, 1449, 896, 1463, 1584, 335, 863]","[1609, 2278, 527, 2514, 2367, 2533, 298, 13, 325, 1583, 820, 3729, 1591, 752, 1219, 1666, 683, 3157, 2625, 1920, 3560, 109, 1888, 3581, 2447, 2083, 2993, 995, 2464, 2044, 368, 1494, 2771, 596, 2672, 2742]"
168,"[529, 896, 254, 328, 938, 636, 733, 552, 357, 1864, 610, 707, 752, 34, 1407, 216, 29, 381, 2098, 2597, 606, 3574, 414, 1143, 172, 852, 2159, 2259, 1402, 1480, 3414, 828, 933, 3273, 3242, 1003]","[23, 2337, 883, 789, 1142, 2047, 1636, 673, 76, 1, 1086, 968, 2174, 2559, 2010, 1529, 118, 1686, 1912, 344, 2022, 2140, 52, 2292, 1599, 1807, 2331, 1154, 305, 2278, 712, 1960, 1491, 108, 1309, 774]","[754, 2596, 1333, 729, 1922, 1246, 1614, 1017, 2551, 3559, 2672, 982, 1733, 3524, 2796, 1397, 2522, 3757, 1318, 2685, 2492, 779, 2248, 186, 3004, 1483, 361, 2544, 3555, 2504, 3331, 2547, 1148, 2121, 3694, 2290]","[1888, 76, 531, 312, 119, 939, 258, 1188, 1598, 591, 414, 974, 1643, 1604, 2729, 775, 505, 1524, 2233, 2686, 1514, 797, 2412, 3758, 989, 1644, 1884, 1614, 835, 1378, 3189, 3029, 1776, 562, 2428, 3715]","[2278, 298, 2533, 752, 465, 1188, 1666, 2044, 3729, 1534, 1018, 1332, 1494, 2990, 1583, 2083, 467, 2174, 2696, 1088, 1939, 1397, 820, 2107, 1609, 2446, 596, 3016, 2563, 2669, 132, 1671, 2330, 616, 414, 368]"
169,"[485, 3644, 34, 76, 695, 271, 774, 1086, 3317, 1132, 984, 13, 1469, 381, 3020, 733, 1576, 2742, 2140, 529, 29, 2661, 707, 3106, 1487, 180, 1130, 559, 1293, 2776, 828, 357, 172, 861, 1589, 3223]","[789, 3458, 2079, 1086, 1320, 2337, 3386, 1, 968, 2994, 2276, 305, 1946, 368, 2278, 1375, 2404, 857, 196, 493, 2672, 3447, 3329, 52, 3677, 3626, 13, 165, 2109, 1410, 992, 1703, 1291, 893, 1567, 945]","[2732, 3715, 1333, 3461, 661, 772, 1012, 1916, 1419, 1332, 592, 1729, 2796, 21, 1521, 2532, 2024, 2582, 2770, 2402, 1363, 2110, 1546, 3374, 2264, 470, 2342, 1917, 1030, 902, 2878, 2837, 665, 257, 2710, 3679]","[1888, 403, 258, 119, 76, 531, 312, 958, 1876, 591, 414, 3363, 1188, 1860, 3697, 1752, 2038, 2057, 989, 1750, 2243, 3326, 1598, 3404, 2643, 3294, 2588, 2639, 1932, 1421, 1424, 2048, 1691, 939, 2110, 3208]","[2533, 2563, 3016, 1699, 2447, 1042, 2083, 591, 2278, 527, 276, 1666, 1939, 1188, 368, 1591, 1018, 467, 267, 941, 2044, 13, 3686, 995, 974, 414, 1454, 2804, 291, 1130, 367, 1424, 2347, 1629, 2828, 2672]"
170,"[774, 2544, 485, 29, 974, 357, 707, 2669, 261, 1757, 3046, 22, 695, 1751, 2076, 196, 607, 2513, 2764, 733, 2096, 317, 1212, 1001, 1578, 1154, 3055, 1075, 529, 1891, 3703, 747, 172, 2367, 76, 1923]","[52, 883, 3677, 2344, 190, 1877, 2278, 305, 3399, 733, 2472, 1599, 691, 1222, 1, 461, 1636, 2068, 995, 3483, 1317, 968, 1394, 2081, 1871, 1906, 1491, 1578, 3375, 1997, 945, 2009, 2834, 2497, 3638, 1646]","[1401, 2585, 1333, 125, 2579, 1661, 115, 2235, 1016, 2339, 237, 3730, 1521, 2713, 19, 2532, 3721, 3258, 147, 2867, 1126, 2110, 2104, 368, 3571, 2160, 97, 988, 3133, 2386, 1970, 537, 2516, 814, 2059, 3679]","[119, 1188, 3363, 591, 958, 531, 335, 403, 258, 3069, 1888, 3451, 43, 3151, 370, 1779, 3073, 2054, 312, 1210, 2061, 3553, 3167, 1691, 2867, 1639, 527, 1097, 1914, 1580, 2038, 783, 1591, 1524, 733, 441]","[2278, 2533, 2516, 305, 2044, 3016, 941, 276, 2563, 1042, 1018, 291, 1591, 2083, 527, 300, 1666, 2626, 3686, 3729, 2125, 820, 1507, 1088, 557, 1188, 1583, 798, 154, 104, 414, 1424, 2347, 2729, 3205, 1214]"
